"","Site_code","Month","WY","ppt_pM","tmax_pM","tmin_pM","tavg_pM","vpdmin_pM","vpdmax_pM","tmax_cM","tmin_cM","tavg_cM","ppt_cM","cmd_cM","ppt_pA","tmax_pA","tmin_pA","tavg_pA","vpdmin_pA","vpdmax_pA","ppt_cA","tmax_cA","tmin_cA","tavg_cA","cmd_cA"
"1390","DC 4",7,2018,0,33.5740013,17.8270016,25.7000008,8.1750002,39.5509987,32,16.1,24.1,1,184,103.064333758333,21.4279999833333,8.30166705,14.8644172,3.66625003333333,20.0771668333333,169.75,21.4,8.16666666666667,14.7833333333333,49.5
"1391","DC 4",8,2018,0,31.5760002,15.4140005,23.4950008,8.335,37.2830009,33.1,16.6,24.9,1,172,103.064333758333,21.4279999833333,8.30166705,14.8644172,3.66625003333333,20.0771668333333,169.75,21.4,8.16666666666667,14.7833333333333,49.5
"1392","DC 4",9,2018,0,28.8299999,12.5290003,20.6790009,7.3309999,32.5680008,27.5,12.4,19.9,73,42,103.064333758333,21.4279999833333,8.30166705,14.8644172,3.66625003333333,20.0771668333333,169.75,21.4,8.16666666666667,14.7833333333333,49.5
"1393","DC 4",10,2019,23.4729996,23.0860004,9.4440002,16.2650013,4.6030002,21.1580009,23.2,6.9,15.1,7,75,150.287917291667,19.8780001333333,7.96149998333333,13.9195167416667,3.019250025,17.3144165333333,165.416666666667,21.2083333333333,7.94166666666667,14.5833333333333,53.3333333333333
"1394","DC 4",11,2019,212.4579926,17.9799995,5.3600001,11.6690006,3.256,15.2559996,20,5.3,12.7,63,0,150.287917291667,19.8780001333333,7.96149998333333,13.9195167416667,3.019250025,17.3144165333333,165.416666666667,21.2083333333333,7.94166666666667,14.5833333333333,53.3333333333333
"1395","DC 4",12,2019,119.9700012,11.2840004,2.398,6.8410006,0.577,6.7210002,11.7,2.7,7.2,330,0,150.287917291667,19.8780001333333,7.96149998333333,13.9195167416667,3.019250025,17.3144165333333,165.416666666667,21.2083333333333,7.94166666666667,14.5833333333333,53.3333333333333
"1396","DC 4",1,2019,345.9070129,12.1309996,2.7,7.4150004,0.882,7.2810001,13.9,3.5,8.7,342,0,150.287917291667,19.8780001333333,7.96149998333333,13.9195167416667,3.019250025,17.3144165333333,165.416666666667,21.2083333333333,7.94166666666667,14.5833333333333,53.3333333333333
"1397","DC 4",2,2019,576.132019,7.0580001,0.087,3.5720003,0.346,3.6259999,8.6,-0.6,4,644,0,150.287917291667,19.8780001333333,7.96149998333333,13.9195167416667,3.019250025,17.3144165333333,165.416666666667,21.2083333333333,7.94166666666667,14.5833333333333,53.3333333333333
"1398","DC 4",3,2019,216.2749939,12.2250004,3.2500002,7.7370005,0.922,7.2280002,13.9,3.3,8.6,239,0,150.287917291667,19.8780001333333,7.96149998333333,13.9195167416667,3.019250025,17.3144165333333,165.416666666667,21.2083333333333,7.94166666666667,14.5833333333333,53.3333333333333
"1399","DC 4",4,2019,80.0879974,19.2240009,7.2909999,13.2574997,2.1500001,14.2729998,20.5,7.8,14.1,103,1,150.287917291667,19.8780001333333,7.96149998333333,13.9195167416667,3.019250025,17.3144165333333,165.416666666667,21.2083333333333,7.94166666666667,14.5833333333333,53.3333333333333
"1400","DC 4",5,2019,150.1779938,18.7730007,7.6350002,13.2039995,1.687,12.7910004,20.4,7.6,14,175,0,150.287917291667,19.8780001333333,7.96149998333333,13.9195167416667,3.019250025,17.3144165333333,165.416666666667,21.2083333333333,7.94166666666667,14.5833333333333,53.3333333333333
"1401","DC 4",6,2019,12.3859997,28.5160007,13.6370001,21.0764999,4.5999999,27.2600002,29.7,13.7,21.7,7,166,150.287917291667,19.8780001333333,7.96149998333333,13.9195167416667,3.019250025,17.3144165333333,165.416666666667,21.2083333333333,7.94166666666667,14.5833333333333,53.3333333333333
"1402","DC 4",7,2019,0,30.5939999,15.2329998,22.9133987,5.2849998,32.237999,32,16.1,24.1,1,184,150.287917291667,19.8780001333333,7.96149998333333,13.9195167416667,3.019250025,17.3144165333333,165.416666666667,21.2083333333333,7.94166666666667,14.5833333333333,53.3333333333333
"1403","DC 4",8,2019,0,31.3929996,16.6819992,24.0373993,7.8270001,34.9189987,33.1,16.6,24.9,1,172,150.287917291667,19.8780001333333,7.96149998333333,13.9195167416667,3.019250025,17.3144165333333,165.416666666667,21.2083333333333,7.94166666666667,14.5833333333333,53.3333333333333
"1404","DC 4",9,2019,66.5879974,26.2719994,11.8210001,19.0464001,4.0960002,25.0219994,27.5,12.4,19.9,73,42,150.287917291667,19.8780001333333,7.96149998333333,13.9195167416667,3.019250025,17.3144165333333,165.416666666667,21.2083333333333,7.94166666666667,14.5833333333333,53.3333333333333
"1405","DC 4",10,2020,1.299,22.3390007,6.401,14.3699999,3.4679999,22.0909996,23.2,6.9,15.1,7,75,71.8854165666667,21.4285001,8.304250075,14.86633305,3.827333325,20.4993331083333,79.5,22.6916666666667,8.55833333333333,15.6416666666667,70.0833333333333
"1406","DC 4",11,2020,40.1839981,19.0499992,5.2379999,12.1438999,3.007,17.0370007,20,5.3,12.7,63,0,71.8854165666667,21.4285001,8.304250075,14.86633305,3.827333325,20.4993331083333,79.5,22.6916666666667,8.55833333333333,15.6416666666667,70.0833333333333
"1407","DC 4",12,2020,282.4219971,11.3030005,2.914,7.1085,0.508,5.9590001,11.7,2.7,7.2,330,0,71.8854165666667,21.4285001,8.304250075,14.86633305,3.827333325,20.4993331083333,79.5,22.6916666666667,8.55833333333333,15.6416666666667,70.0833333333333
"1408","DC 4",1,2020,123.4639969,11.0200005,2.576,6.7980003,0.493,6.0939999,13,2.5,7.8,144,0,71.8854165666667,21.4285001,8.304250075,14.86633305,3.827333325,20.4993331083333,79.5,22.6916666666667,8.55833333333333,15.6416666666667,70.0833333333333
"1409","DC 4",2,2020,0,16.9489994,2.2609999,9.6048994,2.849,14.1529999,17.8,3,10.4,0,56,71.8854165666667,21.4285001,8.304250075,14.86633305,3.827333325,20.4993331083333,79.5,22.6916666666667,8.55833333333333,15.6416666666667,70.0833333333333
"1410","DC 4",3,2020,184.9620056,12.559,2.737,7.6479998,1.01,8.2390003,13.9,2.8,8.4,178,0,71.8854165666667,21.4285001,8.304250075,14.86633305,3.827333325,20.4993331083333,79.5,22.6916666666667,8.55833333333333,15.6416666666667,70.0833333333333
"1411","DC 4",4,2020,119.9260025,17.8120003,6.658,12.2349997,1.962,12.7639999,19.9,6.5,13.2,129,0,71.8854165666667,21.4285001,8.304250075,14.86633305,3.827333325,20.4993331083333,79.5,22.6916666666667,8.55833333333333,15.6416666666667,70.0833333333333
"1412","DC 4",5,2020,108.1969986,22.5669994,10.0120001,16.2894001,3.75,20.0410004,23.8,9.8,16.8,87,52,71.8854165666667,21.4285001,8.304250075,14.86633305,3.827333325,20.4993331083333,79.5,22.6916666666667,8.55833333333333,15.6416666666667,70.0833333333333
"1413","DC 4",6,2020,1.362,27.8500004,12.7580004,20.3039989,4.434,27.5049992,28.9,13.2,21.1,10,159,71.8854165666667,21.4285001,8.304250075,14.86633305,3.827333325,20.4993331083333,79.5,22.6916666666667,8.55833333333333,15.6416666666667,70.0833333333333
"1414","DC 4",7,2020,0,32.0499992,15.96,24.0049,6.697,36.9020004,33.6,16.8,25.2,1,193,71.8854165666667,21.4285001,8.304250075,14.86633305,3.827333325,20.4993331083333,79.5,22.6916666666667,8.55833333333333,15.6416666666667,70.0833333333333
"1415","DC 4",8,2020,0.809,32.9480019,17.2560005,25.1019993,8.1739998,39.1419983,34.3,17.9,26.1,4,172,71.8854165666667,21.4285001,8.304250075,14.86633305,3.827333325,20.4993331083333,79.5,22.6916666666667,8.55833333333333,15.6416666666667,70.0833333333333
"1416","DC 4",9,2020,0,30.6949997,14.8800001,22.7873993,9.5760002,36.0649986,32.2,15.3,23.7,1,134,71.8854165666667,21.4285001,8.304250075,14.86633305,3.827333325,20.4993331083333,79.5,22.6916666666667,8.55833333333333,15.6416666666667,70.0833333333333
"1417","DC 4",10,2021,0,27.4589996,12.29,19.8743992,9.3319998,31.4650002,28.5,11.5,20,2,94,50.09049115,22.5954995916667,8.993608125,15.7944744416667,5.025341525,24.1798908833333,65.75,23.7166666666667,8.70833333333333,16.225,82.75
"1418","DC 4",11,2021,104.6669998,16.4850006,4.204,10.3444996,2.835,14.3430004,17.6,3.2,10.4,120,0,50.09049115,22.5954995916667,8.993608125,15.7944744416667,5.025341525,24.1798908833333,65.75,23.7166666666667,8.70833333333333,16.225,82.75
"1419","DC 4",12,2021,104.6569977,13.7399998,2.77,8.2549,1.854,10.6079998,15.1,2,8.6,115,0,50.09049115,22.5954995916667,8.993608125,15.7944744416667,5.025341525,24.1798908833333,65.75,23.7166666666667,8.70833333333333,16.225,82.75
"1420","DC 4",1,2021,168.5379028,12.2262001,2.7551,7.4905996,1.4828,8.4734001,13.5,2.5,8,202,0,50.09049115,22.5954995916667,8.993608125,15.7944744416667,5.025341525,24.1798908833333,65.75,23.7166666666667,8.70833333333333,16.225,82.75
"1421","DC 4",2,2021,92.8793945,13.5738993,2.256,7.9148998,1.2484,9.8660002,14.6,2.1,8.3,127,0,50.09049115,22.5954995916667,8.993608125,15.7944744416667,5.025341525,24.1798908833333,65.75,23.7166666666667,8.70833333333333,16.225,82.75
"1422","DC 4",3,2021,104.8116989,13.8924999,2.2168999,8.0545998,1.4958,10.8565998,15.5,2.2,8.9,160,0,50.09049115,22.5954995916667,8.993608125,15.7944744416667,5.025341525,24.1798908833333,65.75,23.7166666666667,8.70833333333333,16.225,82.75
"1423","DC 4",4,2021,8.0999002,21.0179996,5.1835999,13.1006994,2.8720999,19.115799,21.9,6.4,14.2,33,83,50.09049115,22.5954995916667,8.993608125,15.7944744416667,5.025341525,24.1798908833333,65.75,23.7166666666667,8.70833333333333,16.225,82.75
"1424","DC 4",5,2021,1.4368,24.7043991,9.9469995,17.3255997,3.9650998,24.7460995,25.8,9.8,17.8,3,150,50.09049115,22.5954995916667,8.993608125,15.7944744416667,5.025341525,24.1798908833333,65.75,23.7166666666667,8.70833333333333,16.225,82.75
"1425","DC 4",6,2021,0.7835,31.3394985,15.7252998,23.532299,7.0179,38.6214981,31.9,14.8,23.3,3,183,50.09049115,22.5954995916667,8.993608125,15.7944744416667,5.025341525,24.1798908833333,65.75,23.7166666666667,8.70833333333333,16.225,82.75
"1426","DC 4",7,2021,0,34.4295006,18.4765987,26.4529991,11.5977993,46.6882973,35.1,18.6,26.9,1,199,50.09049115,22.5954995916667,8.993608125,15.7944744416667,5.025341525,24.1798908833333,65.75,23.7166666666667,8.70833333333333,16.225,82.75
"1427","DC 4",8,2021,0,32.0550995,17.0471001,24.5509987,9.4132996,38.9035988,33.7,17,25.4,1,174,50.09049115,22.5954995916667,8.993608125,15.7944744416667,5.025341525,24.1798908833333,65.75,23.7166666666667,8.70833333333333,16.225,82.75
"1428","DC 4",9,2021,15.2126999,30.2228985,15.0516996,22.6371994,7.1898999,36.4713974,31.4,14.4,22.9,22,110,50.09049115,22.5954995916667,8.993608125,15.7944744416667,5.025341525,24.1798908833333,65.75,23.7166666666667,8.70833333333333,16.225,82.75
"1429","DC 4",10,2022,359.1902771,19.3479996,8.2753,13.8115997,2.9375999,15.4516993,20.6,7.6,14.1,304,0,94.7169562416667,21.6386412083333,8.717899825,15.178208,4.46350839166667,21.5908662833333,107.166666666667,22.75,8.625,15.6833333333333,62.25
"1430","DC 4",11,2022,57.8426971,17.0222988,6.6531997,11.8376999,1.6112,10.9013996,18.8,6.3,12.5,90,0,94.7169562416667,21.6386412083333,8.717899825,15.178208,4.46350839166667,21.5908662833333,107.166666666667,22.75,8.625,15.6833333333333,62.25
"1431","DC 4",12,2022,405.857605,10.3540993,2.3573,6.3555999,1.0324998,6.5485997,11.4,1.9,6.6,457,0,94.7169562416667,21.6386412083333,8.717899825,15.178208,4.46350839166667,21.5908662833333,107.166666666667,22.75,8.625,15.6833333333333,62.25
"1432","DC 4",1,2022,30.8319988,14.4428997,2.6829,8.5627995,1.9313998,11.1454,15.8,2.7,9.3,22,20,94.7169562416667,21.6386412083333,8.717899825,15.178208,4.46350839166667,21.5908662833333,107.166666666667,22.75,8.625,15.6833333333333,62.25
"1433","DC 4",2,2022,4.2546997,16.4841003,2.6169,9.5504999,3.1330001,15.1166,17.3,2.5,9.9,9,45,94.7169562416667,21.6386412083333,8.717899825,15.178208,4.46350839166667,21.5908662833333,107.166666666667,22.75,8.625,15.6833333333333,62.25
"1434","DC 4",3,2022,35.1602974,17.8451004,4.4698,11.1574001,1.7425003,14.2020998,18.8,4.8,11.8,83,1,94.7169562416667,21.6386412083333,8.717899825,15.178208,4.46350839166667,21.5908662833333,107.166666666667,22.75,8.625,15.6833333333333,62.25
"1435","DC 4",4,2022,174.0065002,17.6236992,5.4762998,11.5499001,2.0136001,14.3996,18.7,5.3,12,193,0,94.7169562416667,21.6386412083333,8.717899825,15.178208,4.46350839166667,21.5908662833333,107.166666666667,22.75,8.625,15.6833333333333,62.25
"1436","DC 4",5,2022,5.5500998,22.2719994,8.6455002,15.4586992,4.1584005,21.3641987,23.5,8.2,15.9,28,114,94.7169562416667,21.6386412083333,8.717899825,15.178208,4.46350839166667,21.5908662833333,107.166666666667,22.75,8.625,15.6833333333333,62.25
"1437","DC 4",6,2022,23.0926991,28.0999985,13.8556995,20.9778004,6.8604007,30.7903996,29.1,13.7,21.4,35,134,94.7169562416667,21.6386412083333,8.717899825,15.178208,4.46350839166667,21.5908662833333,107.166666666667,22.75,8.625,15.6833333333333,62.25
"1438","DC 4",7,2022,0,32.6310005,15.8969994,24.2638988,9.6400986,40.8526993,33.4,17.1,25.3,1,191,94.7169562416667,21.6386412083333,8.717899825,15.178208,4.46350839166667,21.5908662833333,107.166666666667,22.75,8.625,15.6833333333333,62.25
"1439","DC 4",8,2022,0.6553,33.3317986,17.9582996,25.6449986,10.105401,41.8251991,34.6,17.7,26.1,4,175,94.7169562416667,21.6386412083333,8.717899825,15.178208,4.46350839166667,21.5908662833333,107.166666666667,22.75,8.625,15.6833333333333,62.25
"1440","DC 4",9,2022,40.1613007,30.2087002,15.7265997,22.9675999,8.3959999,36.4925003,31,15.7,23.3,60,67,94.7169562416667,21.6386412083333,8.717899825,15.178208,4.46350839166667,21.5908662833333,107.166666666667,22.75,8.625,15.6833333333333,62.25
"1441","DC 6",10,2003,0,24.3409996,9.0790005,16.710001,4.5339999,22.9839993,26,9.1,17.5,0,90,90.2552491583333,22.6385835833333,8.91958380833333,15.778750975,3.25758330833333,20.7061665,82,23.7666666666667,9.61666666666667,16.6916666666667,73.5
"1442","DC 6",11,2003,109.4980011,19.2180004,6.5430002,12.8800011,2.5380001,14.4949999,20.4,6.5,13.4,111,0,90.2552491583333,22.6385835833333,8.91958380833333,15.778750975,3.25758330833333,20.7061665,82,23.7666666666667,9.61666666666667,16.6916666666667,73.5
"1443","DC 6",12,2003,398.4320068,12.7650003,3.8090003,8.2870007,0.852,6.7600002,12.6,3.8,8.2,360,0,90.2552491583333,22.6385835833333,8.91958380833333,15.778750975,3.25758330833333,20.7061665,82,23.7666666666667,9.61666666666667,16.6916666666667,73.5
"1444","DC 6",1,2003,98.6999969,16.1380005,5.2970004,10.717001,0.56,8.6499996,16.4,6.2,11.3,94,0,90.2552491583333,22.6385835833333,8.91958380833333,15.778750975,3.25758330833333,20.7061665,82,23.7666666666667,9.61666666666667,16.6916666666667,73.5
"1445","DC 6",2,2003,65.8639984,14.96,2.802,8.8810005,1.045,9.3669996,15.6,3.5,9.6,66,0,90.2552491583333,22.6385835833333,8.91958380833333,15.778750975,3.25758330833333,20.7061665,82,23.7666666666667,9.61666666666667,16.6916666666667,73.5
"1446","DC 6",3,2003,128.5829926,17.2819996,4.5580001,10.9190006,1.122,11.2609997,18.9,5.9,12.4,112,0,90.2552491583333,22.6385835833333,8.91958380833333,15.778750975,3.25758330833333,20.7061665,82,23.7666666666667,9.61666666666667,16.6916666666667,73.5
"1447","DC 6",4,2003,182.9219971,14.6099997,4.5310001,9.5700006,0.814,8.2440004,15.4,4.9,10.2,173,0,90.2552491583333,22.6385835833333,8.91958380833333,15.778750975,3.25758330833333,20.7061665,82,23.7666666666667,9.61666666666667,16.6916666666667,73.5
"1448","DC 6",5,2003,56.3919983,23.1790009,8.6940002,15.9360008,2.1010001,18.5310001,24.9,10.2,17.5,49,97,90.2552491583333,22.6385835833333,8.91958380833333,15.778750975,3.25758330833333,20.7061665,82,23.7666666666667,9.61666666666667,16.6916666666667,73.5
"1449","DC 6",6,2003,0,30.3010006,13.592001,21.9460011,4.0019999,30.5499992,31.8,14.5,23.2,1,186,90.2552491583333,22.6385835833333,8.91958380833333,15.778750975,3.25758330833333,20.7061665,82,23.7666666666667,9.61666666666667,16.6916666666667,73.5
"1450","DC 6",7,2003,0,35.4000015,18.0160007,26.7080021,9.309,45.8330002,37.1,18.8,28,1,216,90.2552491583333,22.6385835833333,8.91958380833333,15.778750975,3.25758330833333,20.7061665,82,23.7666666666667,9.61666666666667,16.6916666666667,73.5
"1451","DC 6",8,2003,42.4119987,31.5370007,15.3140011,23.4250011,5.0009999,34.4319992,32.8,16.1,24.4,15,156,90.2552491583333,22.6385835833333,8.91958380833333,15.778750975,3.25758330833333,20.7061665,82,23.7666666666667,9.61666666666667,16.6916666666667,73.5
"1452","DC 6",9,2003,0.26,31.9319992,14.8000011,23.3660011,7.2129998,37.3670006,33.3,15.9,24.6,2,137,90.2552491583333,22.6385835833333,8.91958380833333,15.778750975,3.25758330833333,20.7061665,82,23.7666666666667,9.61666666666667,16.6916666666667,73.5
"1453","DC 6",10,2004,4.8189998,28.2110004,11.9800005,20.0950012,6.8920002,30.3659992,29.2,11.9,20.5,8,90,67.4012499666667,23.0025835833333,9.07575035833333,16.0387509666667,3.83541665,22.2925831,69.5,23.8833333333333,9.675,16.775,90
"1454","DC 6",11,2004,107.8249969,14.7010002,3.6710002,9.1860008,0.943,8.8240004,15.3,4,9.6,100,0,67.4012499666667,23.0025835833333,9.07575035833333,16.0387509666667,3.83541665,22.2925831,69.5,23.8833333333333,9.675,16.775,90
"1455","DC 6",12,2004,298.428009,12.7480001,3.8780003,8.3130007,0.53,6.5929999,12.4,4.1,8.2,301,0,67.4012499666667,23.0025835833333,9.07575035833333,16.0387509666667,3.83541665,22.2925831,69.5,23.8833333333333,9.675,16.775,90
"1456","DC 6",1,2004,109.8909988,12.2349997,2.5280001,7.3810005,0.557,6.5549998,12.6,2.7,7.6,107,0,67.4012499666667,23.0025835833333,9.07575035833333,16.0387509666667,3.83541665,22.2925831,69.5,23.8833333333333,9.675,16.775,90
"1457","DC 6",2,2004,211.996994,13.2489996,3.4830003,8.3650007,0.886,7.8080001,13.6,3.8,8.7,242,0,67.4012499666667,23.0025835833333,9.07575035833333,16.0387509666667,3.83541665,22.2925831,69.5,23.8833333333333,9.675,16.775,90
"1458","DC 6",3,2004,41.4580002,21.8999996,7.6290002,14.7640009,2.723,18.3050003,22.8,8.4,15.6,36,59,67.4012499666667,23.0025835833333,9.07575035833333,16.0387509666667,3.83541665,22.2925831,69.5,23.8833333333333,9.675,16.775,90
"1459","DC 6",4,2004,16.4500008,21.8509998,7.6920004,14.7710009,2.974,19.3470001,22.8,8.7,15.8,17,98,67.4012499666667,23.0025835833333,9.07575035833333,16.0387509666667,3.83541665,22.2925831,69.5,23.8833333333333,9.675,16.775,90
"1460","DC 6",5,2004,11.4689999,24.6060009,9.1490002,16.8770008,2.6570001,22.0779991,26,10.4,18.2,12,142,67.4012499666667,23.0025835833333,9.07575035833333,16.0387509666667,3.83541665,22.2925831,69.5,23.8833333333333,9.675,16.775,90
"1461","DC 6",6,2004,0,30.0979996,13.4610004,21.7790012,4.888,32.0159988,31.4,14.2,22.8,1,183,67.4012499666667,23.0025835833333,9.07575035833333,16.0387509666667,3.83541665,22.2925831,69.5,23.8833333333333,9.675,16.775,90
"1462","DC 6",7,2004,0,33.2000008,16.5620003,24.8810005,7.3899999,39.8240013,35.1,17.2,26.2,1,205,67.4012499666667,23.0025835833333,9.07575035833333,16.0387509666667,3.83541665,22.2925831,69.5,23.8833333333333,9.675,16.775,90
"1463","DC 6",8,2004,0,32.9280014,15.6090012,24.2680016,7.7529998,39.8919983,34.2,16.6,25.4,1,179,67.4012499666667,23.0025835833333,9.07575035833333,16.0387509666667,3.83541665,22.2925831,69.5,23.8833333333333,9.675,16.775,90
"1464","DC 6",9,2004,6.4780002,30.3040009,13.2670002,21.7850018,7.8319998,35.9029999,31.2,14.1,22.7,8,124,67.4012499666667,23.0025835833333,9.07575035833333,16.0387509666667,3.83541665,22.2925831,69.5,23.8833333333333,9.675,16.775,90
"1465","DC 6",10,2005,141.7749939,22.2989998,9.5690002,15.934001,3.6259999,19.5259991,23,9.4,16.2,139,0,97.721332,21.8166668416667,8.62708363333333,15.2215840416667,2.91749999166667,19.499833075,90.0833333333333,22.8583333333333,9.40833333333333,16.1333333333333,60
"1466","DC 6",11,2005,91.1279984,16.2360001,4.0840001,10.1600008,0.968,10.6639996,17.1,5,11,80,0,97.721332,21.8166668416667,8.62708363333333,15.2215840416667,2.91749999166667,19.499833075,90.0833333333333,22.8583333333333,9.40833333333333,16.1333333333333,60
"1467","DC 6",12,2005,209.1009979,14.3219995,3.0350001,8.6780005,1.335,9.7229996,14.4,4.2,9.3,212,0,97.721332,21.8166668416667,8.62708363333333,15.2215840416667,2.91749999166667,19.499833075,90.0833333333333,22.8583333333333,9.40833333333333,16.1333333333333,60
"1468","DC 6",1,2005,179.3730011,12.1230001,2.9660001,7.5440001,0.746,6.494,13,3.8,8.4,170,0,97.721332,21.8166668416667,8.62708363333333,15.2215840416667,2.91749999166667,19.499833075,90.0833333333333,22.8583333333333,9.40833333333333,16.1333333333333,60
"1469","DC 6",2,2005,97.1660004,15.5649996,5.3140001,10.4390001,1.133,8.8170004,16.3,5.9,11.1,101,0,97.721332,21.8166668416667,8.62708363333333,15.2215840416667,2.91749999166667,19.499833075,90.0833333333333,22.8583333333333,9.40833333333333,16.1333333333333,60
"1470","DC 6",3,2005,199.6499939,17.7490005,5.7980003,11.7730007,1.73,12.6789999,18.6,6.6,12.6,176,0,97.721332,21.8166668416667,8.62708363333333,15.2215840416667,2.91749999166667,19.499833075,90.0833333333333,22.8583333333333,9.40833333333333,16.1333333333333,60
"1471","DC 6",4,2005,58.0870018,18.3460007,5.3940001,11.8700008,1.273,12.6719999,19.5,6.2,12.9,60,43,97.721332,21.8166668416667,8.62708363333333,15.2215840416667,2.91749999166667,19.499833075,90.0833333333333,22.8583333333333,9.40833333333333,16.1333333333333,60
"1472","DC 6",5,2005,150.5209961,22.0049992,9.7480001,15.8760004,1.614,15.5839996,23.4,10.6,17,93,41,97.721332,21.8166668416667,8.62708363333333,15.2215840416667,2.91749999166667,19.499833075,90.0833333333333,22.8583333333333,9.40833333333333,16.1333333333333,60
"1473","DC 6",6,2005,37.0820007,25.4300003,10.7930002,18.1110001,1.972,22.0249996,27,11.8,19.4,39,120,97.721332,21.8166668416667,8.62708363333333,15.2215840416667,2.91749999166667,19.499833075,90.0833333333333,22.8583333333333,9.40833333333333,16.1333333333333,60
"1474","DC 6",7,2005,0,34.9430008,18.0870018,26.5150013,6.5819998,41.4210014,37,19.1,28,1,214,97.721332,21.8166668416667,8.62708363333333,15.2215840416667,2.91749999166667,19.499833075,90.0833333333333,22.8583333333333,9.40833333333333,16.1333333333333,60
"1475","DC 6",8,2005,0,34.3250008,16.8710003,25.5980015,8.948,43.8919983,35.6,17.5,26.6,1,186,97.721332,21.8166668416667,8.62708363333333,15.2215840416667,2.91749999166667,19.499833075,90.0833333333333,22.8583333333333,9.40833333333333,16.1333333333333,60
"1476","DC 6",9,2005,8.7729998,28.4570007,11.8660002,20.1610012,5.0830002,30.5009995,29.4,12.8,21.1,9,116,97.721332,21.8166668416667,8.62708363333333,15.2215840416667,2.91749999166667,19.499833075,90.0833333333333,22.8583333333333,9.40833333333333,16.1333333333333,60
"1477","DC 6",10,2006,29.927,23.5720005,10.0430002,16.8070011,3.5369999,20.4230003,24.8,9.8,17.3,28,56,128.773665316667,22.3818334916667,9.07875040833333,15.7300007666667,3.44583333333333,21.143833425,105.166666666667,23.3333333333333,9.75833333333333,16.55,74.3333333333333
"1478","DC 6",11,2006,92.5660019,18.9969997,6.7170005,12.8570004,2.0190001,14.1639996,19.6,6.7,13.2,102,0,128.773665316667,22.3818334916667,9.07875040833333,15.7300007666667,3.44583333333333,21.143833425,105.166666666667,23.3333333333333,9.75833333333333,16.55,74.3333333333333
"1479","DC 6",12,2006,505.401001,13.3990002,4.2190003,8.809,0.392,6.1599998,14,5,9.5,348,0,128.773665316667,22.3818334916667,9.07875040833333,15.7300007666667,3.44583333333333,21.143833425,105.166666666667,23.3333333333333,9.75833333333333,16.55,74.3333333333333
"1480","DC 6",1,2006,209.9389954,13.6440001,4.0760002,8.8600006,0.382,7.1009998,13.2,4,8.6,152,0,128.773665316667,22.3818334916667,9.07875040833333,15.7300007666667,3.44583333333333,21.143833425,105.166666666667,23.3333333333333,9.75833333333333,16.55,74.3333333333333
"1481","DC 6",2,2006,129.4519958,16.2530003,3.0590003,9.6560001,1.261,12.1230001,17.2,4.2,10.7,131,0,128.773665316667,22.3818334916667,9.07875040833333,15.7300007666667,3.44583333333333,21.143833425,105.166666666667,23.3333333333333,9.75833333333333,16.55,74.3333333333333
"1482","DC 6",3,2006,307.0289917,11.4519997,2.3840001,6.9170003,0.474,6.5009999,12.1,3.1,7.6,271,0,128.773665316667,22.3818334916667,9.07875040833333,15.7300007666667,3.44583333333333,21.143833425,105.166666666667,23.3333333333333,9.75833333333333,16.55,74.3333333333333
"1483","DC 6",4,2006,239.1829987,16.5939999,6.8660002,11.7300005,0.923,9.5690002,17.9,7.5,12.7,199,0,128.773665316667,22.3818334916667,9.07875040833333,15.7300007666667,3.44583333333333,21.143833425,105.166666666667,23.3333333333333,9.75833333333333,16.55,74.3333333333333
"1484","DC 6",5,2006,31.7859993,25.4619999,10.5500002,18.0060005,2.533,22.6539993,26.7,11.7,19.2,26,128,128.773665316667,22.3818334916667,9.07875040833333,15.7300007666667,3.44583333333333,21.143833425,105.166666666667,23.3333333333333,9.75833333333333,16.55,74.3333333333333
"1485","DC 6",6,2006,0.001,31.0049992,14.5860004,22.795002,4.8959999,33.7120018,32.3,15.6,24,2,186,128.773665316667,22.3818334916667,9.07875040833333,15.7300007666667,3.44583333333333,21.143833425,105.166666666667,23.3333333333333,9.75833333333333,16.55,74.3333333333333
"1486","DC 6",7,2006,0,35.3860016,18.3510017,26.8680019,9.8769999,46.7420006,37,19.2,28.1,1,213,128.773665316667,22.3818334916667,9.07875040833333,15.7300007666667,3.44583333333333,21.143833425,105.166666666667,23.3333333333333,9.75833333333333,16.55,74.3333333333333
"1487","DC 6",8,2006,0,32.2060013,14.7110004,23.4580002,7.276,38.4749985,33.9,16.1,25,1,179,128.773665316667,22.3818334916667,9.07875040833333,15.7300007666667,3.44583333333333,21.143833425,105.166666666667,23.3333333333333,9.75833333333333,16.55,74.3333333333333
"1488","DC 6",9,2006,0,30.6119995,13.3830004,21.9970016,7.7800002,36.1020012,31.3,14.2,22.7,1,130,128.773665316667,22.3818334916667,9.07875040833333,15.7300007666667,3.44583333333333,21.143833425,105.166666666667,23.3333333333333,9.75833333333333,16.55,74.3333333333333
"1489","DC 6",10,2007,6.4359999,23.4099998,8.2370005,15.8230009,3.766,21.4050007,24.4,9.1,16.7,6,77,60.8136671,22.6563333666667,8.26683371666667,15.4611674166667,3.350249975,21.6375835583333,55.8333333333333,23.7333333333333,9.35833333333333,16.5416666666667,84
