"","Site_code","vpdmin_pM","Month","Day","vpdmax_pM","Year","tmax_pM","Date","tmin_pM","tavg_pM","ppt_pM"
"7244","DC 4",6.7389998,8,"1",33.6469994,2011,30.6509991,2011-08-01,14.9840002,22.8170013,0
"7245","DC 4",6.5100002,9,"1",32.9970016,2011,30.1079998,2011-09-01,14.5389996,22.3230019,1.743
"7246","DC 4",1.824,10,"1",15.5080004,2011,21.3700008,2011-10-01,8.3780003,14.8740005,111.637001
"7247","DC 4",1.3279999,11,"1",9.2720003,2011,13.7810001,2011-11-01,3.905,8.842,63.2449989
"7248","DC 4",2.5569999,12,"1",10.9180002,2011,13.1190004,2011-12-01,1.726,7.4220004,4.928
"7249","DC 4",3.7690003,1,"1",19.3340015,2012,20.5390015,2012-01-01,7.9240003,14.2310009,202.6999969
"7250","DC 4",1.355,2,"1",9.9709997,2012,13.4399996,2012-02-01,1.906,7.6720004,80.6780014
"7251","DC 4",0.812,3,"1",6.8829999,2012,11.6029997,2012-03-01,2.5409999,7.0710001,472.1719971
"7252","DC 4",1.744,4,"1",11.8999996,2012,16.6790009,2012-04-01,5.5900002,11.1340008,234.2819977
"7253","DC 4",3.6229999,5,"1",21.6560001,2012,23.3299999,2012-05-01,8.9630003,16.1459999,11.5607996
"7254","DC 4",5.5409999,6,"1",26.4570007,2012,26.1620007,2012-06-01,12.0179996,19.0890007,41.5649986
"7255","DC 4",7.8660002,7,"1",34.3279991,2012,30.375,2012-07-01,14.4169998,22.3950005,0.974
"7256","DC 4",9.6569996,8,"1",42.0369987,2012,33.2369995,2012-08-01,16.3299999,24.7820015,0.092
"7257","DC 4",7.8649998,9,"1",33.7830009,2012,30.2749996,2012-09-01,14.2419996,22.2580013,0
"7258","DC 4",3.1400001,10,"1",19.3110008,2012,22.1959991,2012-10-01,8.9329996,15.5630007,74.1520004
"7259","DC 4",0.935,11,"1",9.717,2012,15.7309999,2012-11-01,5.3990002,10.5650005,315.3330078
"7260","DC 4",0.498,12,"1",4.9289999,2012,9.5609999,2012-12-01,2.0090001,5.7840004,470.3864746
"7261","DC 4",4.1140003,1,"1",19.9490013,2013,21.1710014,2013-01-01,7.7000003,14.4350004,39.1739998
"7262","DC 4",1.734,2,"1",10.6160002,2013,13.6999998,2013-02-01,1.239,7.4680004,22.7099991
"7263","DC 4",1.696,3,"1",12.533,2013,17.0680008,2013-03-01,4.9710002,11.0190001,89.3130035
"7264","DC 4",3.0699999,4,"1",16.4220009,2013,19.8220005,2013-04-01,7.2719998,13.5460005,45.7869987
"7265","DC 4",3.8670001,5,"1",19.8050003,2013,22.6019993,2013-05-01,10.1129999,16.3560009,27.4720001
"7266","DC 4",4.3060002,6,"1",27.3069992,2013,27.684,2013-06-01,13.2299995,20.4560013,49.0390015
"7267","DC 4",11.4289999,7,"1",39.2319984,2013,32.5859985,2013-07-01,16.5130005,24.5490017,0
"7268","DC 4",7.0830002,8,"1",33.2779999,2013,29.8619995,2013-08-01,14.2670002,22.0640011,1.4170001
"7269","DC 4",5.1209998,9,"1",24.6259995,2013,25.7259998,2013-09-01,12.1289997,18.927,52.9319992
"7270","DC 4",3.944,10,"1",20.6790009,2013,21.8880005,2013-10-01,6.9590001,14.4230003,13.9239998
"7271","DC 4",3.411,11,"1",14.4890003,2013,17.4680004,2013-11-01,5.6729999,11.5700006,42.6389999
"7272","DC 4",2.892,12,"1",11.6479998,2013,13.4849997,2013-12-01,0.379,6.9310002,25.0970001
"7273","DC 4",4.585,1,"1",20.3220005,2014,21.5830002,2014-01-01,9.6200008,15.6010008,41.5390015
"7274","DC 4",0.989,2,"1",8.1059999,2014,13.0749998,2014-02-01,3.915,8.4940004,366.5429993
"7275","DC 4",2.1440001,3,"1",11.8450003,2014,16.1620007,2014-03-01,5.6570001,10.9090004,251.3690033
"7276","DC 4",2.4579999,4,"1",15.1940002,2014,18.868,2014-04-01,6.6279998,12.7470007,78.6429977
"7277","DC 4",4.7909999,5,"1",22.8099995,2014,23.6830006,2014-05-01,10.342,17.012001,18.9029999
"7278","DC 4",7.9349999,6,"1",31.6089993,2014,28.3689995,2014-06-01,13.8940001,21.1310005,0
"7279","DC 4",10.0270004,7,"1",38.4640007,2014,32.4160004,2014-07-01,18.3040009,25.3600006,0
"7280","DC 4",8.4379997,8,"1",32.8730011,2014,30.1490002,2014-08-01,17.0100002,23.5790005,2.7179999
"7281","DC 4",6.6469998,9,"1",29.9720001,2014,28.2539997,2014-09-01,13.717,20.9850006,35.9220009
"7282","DC 4",4.8249998,10,"1",21.9370003,2014,23.5559998,2014-10-01,10.6639996,17.1090012,44.8009987
"7283","DC 4",1.6720001,11,"1",10.7530003,2014,15.9870005,2014-11-01,5.6570001,10.8220005,136.904007
"7284","DC 4",0.302,12,"1",4.6370001,2014,10.9390001,2014-12-01,4.3740001,7.6560001,397.8240051
"7285","DC 4",4.3830004,1,"1",20.4160004,2015,21.6740017,2015-01-01,9.0300007,15.3520012,1.572
"7286","DC 4",1.876,2,"1",12.6520004,2015,17.5680008,2015-02-01,5.7270002,11.6470003,158.4929962
"7287","DC 4",1.857,3,"1",14.842,2015,19.5410004,2015-03-01,5.8909998,12.7150002,26.9050007
"7288","DC 4",2.3900001,4,"1",15.1289997,2015,18.8290005,2015-04-01,5.9959998,12.4120007,79.0930023
"7289","DC 4",2.652,5,"1",17.4500008,2015,21.5610008,2015-05-01,8.809,15.1850004,6.6230001
"7290","DC 4",8.6049995,6,"1",33.8380013,2015,30.0209999,2015-06-01,14.6529999,22.3360004,7.2459998
"7291","DC 4",8.6079998,7,"1",33.5960007,2015,30.5380001,2015-07-01,17.2509995,23.894001,1.298
"7292","DC 4",9.0860004,8,"1",36.1839981,2015,30.9020004,2015-08-01,16.2089996,23.5550003,0
"7293","DC 4",9.1759996,9,"1",33.4580002,2015,28.7290001,2015-09-01,14.54,21.6340008,3.072
"7294","DC 4",4.7329998,10,"1",22.2040005,2015,24.2469997,2015-10-01,11.8559999,18.0510006,24.3579998
"7295","DC 4",1.34,11,"1",9.382,2015,13.5059996,2015-11-01,2.4200001,7.9620004,127.8809967
"7296","DC 4",0.238,12,"1",4.4260001,2015,8.7639999,2015-12-01,0.614,4.6880002,317.7799988
"7297","DC 4",3.8660002,1,"1",19.1190014,2016,20.8170013,2016-01-01,8.0799999,14.4480009,397.6849976
"7298","DC 4",1.476,2,"1",13.7790003,2016,17.4249992,2016-02-01,3.1429999,10.2830009,50.1170006
"7299","DC 4",0.495,3,"1",8.8889999,2016,14.8369999,2016-03-01,3.816,9.3260002,431.4590149
"7300","DC 4",2.29,4,"1",14.1719999,2016,19.1790009,2016-04-01,7.3709998,13.2740002,60.1980019
"7301","DC 4",2.802,5,"1",17.4459991,2016,21.7290001,2016-05-01,9.5830002,15.6560011,42.5209999
"7302","DC 4",7.3410001,6,"1",31.8010006,2016,28.7320004,2016-06-01,14.3900003,21.5610008,1.697
"7303","DC 4",10.9680004,7,"1",38.8540001,2016,31.5529995,2016-07-01,14.9919996,23.2720013,0
"7304","DC 4",10.8590002,8,"1",37.3790016,2016,31.1989994,2016-08-01,14.9250002,23.0620003,0
"7305","DC 4",6.5469999,9,"1",31.0680008,2016,28.2059994,2016-09-01,12.2049999,20.2040005,0.056
"7306","DC 4",1.7690001,10,"1",14.4060001,2016,19.4370003,2016-10-01,8.0790005,13.7580004,281.302002
"7307","DC 4",0.959,11,"1",10.4350004,2016,16.0690002,2016-11-01,4.75,10.4090004,170.4539948
"7308","DC 4",0.594,12,"1",6.151,2016,10.8129997,2016-12-01,1.0880001,5.9500003,310.6180115
"7309","DC 4",4.322,1,"1",22.2202988,2021,21.6821003,2021-01-01,8.8287001,15.2552996,168.5379028
"7310","DC 4",1.2484,2,"1",9.8660002,2021,13.5738993,2021-02-01,2.256,7.9148998,92.8793945
"7311","DC 4",1.4958,3,"1",10.8565998,2021,13.8924999,2021-03-01,2.2168999,8.0545998,104.8116989
"7312","DC 4",2.8720999,4,"1",19.115799,2021,21.0179996,2021-04-01,5.1835999,13.1006994,8.0999002
"7313","DC 4",3.9650998,5,"1",24.7460995,2021,24.7043991,2021-05-01,9.9469995,17.3255997,1.4368
"7314","DC 4",7.0179,6,"1",38.6214981,2021,31.3394985,2021-06-01,15.7252998,23.532299,0.7835
"7315","DC 4",11.5977993,7,"1",46.6882973,2021,34.4295006,2021-07-01,18.4765987,26.4529991,0
"7316","DC 4",9.4132996,8,"1",38.9035988,2021,32.0550995,2021-08-01,17.0471001,24.5509987,0
"7317","DC 4",7.1898999,9,"1",36.4713974,2021,30.2228985,2021-09-01,15.0516996,22.6371994,15.2126999
"7318","DC 4",2.9375999,10,"1",15.4516993,2021,19.3479996,2021-10-01,8.2753,13.8115997,359.1902771
"7319","DC 4",1.6112,11,"1",10.9013996,2021,17.0222988,2021-11-01,6.6531997,11.8376999,57.8426971
"7320","DC 4",1.0324998,12,"1",6.5485997,2021,10.3540993,2021-12-01,2.3573,6.3555999,405.857605
"7321","DC 4",5.0257998,1,"1",22.5676003,2022,22.0035,2022-01-01,8.8793993,15.4413996,30.8319988
"7322","DC 4",3.1330001,2,"1",15.1166,2022,16.4841003,2022-02-01,2.6169,9.5504999,4.2546997
"7323","DC 4",1.7425003,3,"1",14.2020998,2022,17.8451004,2022-03-01,4.4698,11.1574001,35.1602974
"7324","DC 4",2.0136001,4,"1",14.3996,2022,17.6236992,2022-04-01,5.4762998,11.5499001,174.0065002
"7325","DC 4",4.1584005,5,"1",21.3641987,2022,22.2719994,2022-05-01,8.6455002,15.4586992,5.5500998
"7326","DC 4",6.8604007,6,"1",30.7903996,2022,28.0999985,2022-06-01,13.8556995,20.9778004,23.0926991
"7327","DC 4",9.6400986,7,"1",40.8526993,2022,32.6310005,2022-07-01,15.8969994,24.2638988,0
"7328","DC 4",10.105401,8,"1",41.8251991,2022,33.3317986,2022-08-01,17.9582996,25.6449986,0.6553
"7329","DC 4",8.3959999,9,"1",36.4925003,2022,30.2087002,2022-09-01,15.7265997,22.9675999,40.1613007
"7330","DC 4",8.3712997,10,"1",27.8561001,2022,26.4130993,2022-10-01,13.1801996,19.7966003,0
"7331","DC 4",3.0279999,11,"1",11.0820999,2022,14.0794992,2022-11-01,3.2869999,8.6831999,121.7427979
"7332","DC 4",0.9296,12,"1",5.6844001,2022,10.6110001,2022-12-01,2.7574,6.6841998,468.1439819
"8569","DC 6",3.2940001,1,"1",20.8340015,2003,22.5830002,2003-01-01,8.9280005,15.7550011,98.6999969
"8570","DC 6",1.045,2,"1",9.3669996,2003,14.96,2003-02-01,2.803,8.8810005,65.8639984
"8571","DC 6",1.122,3,"1",11.2609997,2003,17.2819996,2003-03-01,4.5580001,10.9190006,128.5829926
"8572","DC 6",0.814,4,"1",8.2440004,2003,14.6099997,2003-04-01,4.5310001,9.5700006,182.9219971
"8573","DC 6",2.1010001,5,"1",18.5310001,2003,23.1790009,2003-05-01,8.6940002,15.9360008,56.3919983
"8574","DC 6",4.0019999,6,"1",30.5499992,2003,30.3010006,2003-06-01,13.592,21.9460011,0
"8575","DC 6",9.309,7,"1",45.8330002,2003,35.4000015,2003-07-01,18.0160007,26.7080021,0
"8576","DC 6",5.0009999,8,"1",34.4319992,2003,31.5370007,2003-08-01,15.3140001,23.4250011,42.4119987
"8577","DC 6",7.2129998,9,"1",37.3670006,2003,31.9319992,2003-09-01,14.8009996,23.3660011,0.26
"8578","DC 6",6.8920002,10,"1",30.3659992,2003,28.2110004,2003-10-01,11.9809999,20.0950012,4.8189998
"8579","DC 6",0.943,11,"1",8.8240004,2003,14.7010002,2003-11-01,3.6719999,9.1860008,107.8249969
"8580","DC 6",0.53,12,"1",6.5929999,2003,12.7480001,2003-12-01,3.8789999,8.3130007,298.428009
"8581","DC 6",3.6320002,1,"1",21.8030014,2004,22.769001,2004-01-01,8.8390007,15.8030005,109.8909988
"8582","DC 6",0.886,2,"1",NA,2004,13.2489996,2004-02-01,3.483,8.3650007,211.996994
"8583","DC 6",2.723,3,"1",NA,2004,21.8999996,2004-03-01,7.6290002,14.7640009,41.4580002
"8584","DC 6",2.974,4,"1",NA,2004,21.8509998,2004-04-01,7.6929998,14.7710009,16.4500008
"8585","DC 6",2.6570001,5,"1",NA,2004,24.6060009,2004-05-01,9.1490002,16.8770008,11.4689999
"8586","DC 6",4.888,6,"1",NA,2004,30.0979996,2004-06-01,13.4610004,21.7790012,0
"8587","DC 6",7.3899999,7,"1",NA,2004,33.2000008,2004-07-01,16.5629997,24.8810005,0
"8588","DC 6",7.7529998,8,"1",NA,2004,32.9280014,2004-08-01,15.6090002,24.2680016,0
"8589","DC 6",7.8319998,9,"1",NA,2004,30.3040009,2004-09-01,13.2679996,21.7850018,6.4780002
"8590","DC 6",3.6259999,10,"1",NA,2004,22.2989998,2004-10-01,9.5690002,15.934001,141.7749939
"8591","DC 6",0.968,11,"1",NA,2004,16.2360001,2004-11-01,4.0840001,10.1600008,91.1279984
"8592","DC 6",1.335,12,"1",NA,2004,14.3219995,2004-12-01,3.0350001,8.6780005,209.1009979
"8593","DC 6",2.9190001,1,"1",19.5690002,2005,22.0750008,2005-01-01,8.9850006,15.5300007,179.3730011
"8594","DC 6",1.133,2,"1",8.8170004,2005,15.5649996,2005-02-01,5.3140001,10.4390001,97.1660004
"8595","DC 6",1.73,3,"1",12.6789999,2005,17.7490005,2005-03-01,5.7989998,11.7730007,199.6499939
"8596","DC 6",1.273,4,"1",12.6719999,2005,18.3460007,2005-04-01,5.395,11.8700008,58.0870018
"8597","DC 6",1.614,5,"1",15.5839996,2005,22.0049992,2005-05-01,9.7489996,15.8760004,150.5209961
"8598","DC 6",1.972,6,"1",22.0249996,2005,25.4300003,2005-06-01,10.7930002,18.1110001,37.0820007
"8599","DC 6",6.5819998,7,"1",41.4210014,2005,34.9430008,2005-07-01,18.0879993,26.5150013,0
"8600","DC 6",8.948,8,"1",43.8919983,2005,34.3250008,2005-08-01,16.8719997,25.5980015,0
"8601","DC 6",5.0830002,9,"1",30.5009995,2005,28.4570007,2005-09-01,11.8660002,20.1610012,8.7729998
"8602","DC 6",3.5369999,10,"1",20.4230003,2005,23.5720005,2005-10-01,10.0439997,16.8070011,29.927
"8603","DC 6",2.0190001,11,"1",14.1639996,2005,18.9969997,2005-11-01,6.717,12.8570004,92.5660019
"8604","DC 6",0.392,12,"1",6.1599998,2005,13.3990002,2005-12-01,4.2199998,8.809,505.401001
"8605","DC 6",3.4160001,1,"1",20.9960003,2006,22.1270008,2006-01-01,8.7020006,15.4140005,209.9389954
"8606","DC 6",1.261,2,"1",12.1230001,2006,16.2530003,2006-02-01,3.0599999,9.6560001,129.4519958
"8607","DC 6",0.474,3,"1",6.5009999,2006,11.4519997,2006-03-01,2.385,6.9170003,307.0289917
"8608","DC 6",0.923,4,"1",9.5690002,2006,16.5939999,2006-04-01,6.8660002,11.7300005,239.1829987
"8609","DC 6",2.533,5,"1",22.6539993,2006,25.4619999,2006-05-01,10.5500002,18.0060005,31.7859993
"8610","DC 6",4.8959999,6,"1",33.7120018,2006,31.0049992,2006-06-01,14.5869999,22.795002,0.001
"8611","DC 6",9.8769999,7,"1",46.7420006,2006,35.3860016,2006-07-01,18.3519993,26.8680019,0
"8612","DC 6",7.276,8,"1",38.4749985,2006,32.2060013,2006-08-01,14.7119999,23.4580002,0
"8613","DC 6",7.7800002,9,"1",36.1020012,2006,30.6119995,2006-09-01,13.3839998,21.9970016,0
"8614","DC 6",3.766,10,"1",21.4050007,2006,23.4099998,2006-10-01,8.2370005,15.8230009,6.4359999
"8615","DC 6",0.68,11,"1",8.7849998,2006,16.1110001,2006-11-01,5.3559999,10.7330008,100.9550018
"8616","DC 6",1.147,12,"1",8.7880001,2006,13.3959999,2006-12-01,2.8659999,8.1300001,169.5140076
"8617","DC 6",3.2890003,1,"1",21.6140003,2007,22.6900005,2007-01-01,8.25,15.4690008,26.8810005
"8618","DC 6",0.897,2,"1",8.3179998,2007,14.0909996,2007-02-01,4.0359998,9.0620003,273.3059998
"8619","DC 6",1.9,3,"1",16.0349998,2007,20.4810009,2007-03-01,6.1350002,13.3080006,25.0569992
"8620","DC 6",1.806,4,"1",15.9460001,2007,20.6229992,2007-04-01,6.2750001,13.4480009,73.3259964
"8621","DC 6",3.5280001,5,"1",24.9629993,2007,25.8619995,2007-05-01,9.9359999,17.8980007,33.9109993
"8622","DC 6",4.638,6,"1",33.0369987,2007,29.6720009,2007-06-01,12.651,21.1610012,1.229
"8623","DC 6",6.9419999,7,"1",40.4410019,2007,33.2420006,2007-07-01,16.0279999,24.6340008,0.31
"8624","DC 6",8.5299997,8,"1",42.4000015,2007,33.4379997,2007-08-01,15.5970001,24.5170021,0
"8625","DC 6",4.744,9,"1",28.2630005,2007,27.4200001,2007-09-01,12.1009998,19.7600002,18.8390007
"8626","DC 6",2.076,10,"1",16.3220005,2007,21.2849998,2007-10-01,8.5679998,14.9260006,78.3040009
"8627","DC 6",2.171,11,"1",15.7790003,2007,20.5330009,2007-11-01,6.29,13.4110003,37.0670013
"8628","DC 6",0.614,12,"1",6.599,2007,11.5050001,2007-12-01,1.404,6.4540005,194.9589996
"8629","DC 6",4.1830001,1,"1",23.1420002,2008,22.8370018,2008-01-01,8.4950008,15.6650009,231.3470001
"8630","DC 6",1.054,2,"1",9.6029997,2008,14.1590004,2008-02-01,2.7030001,8.4310007,142.6289978
"8631","DC 6",1.689,3,"1",13.8570004,2008,18.0289993,2008-03-01,4.4419999,11.2340002,34.743
"8632","DC 6",2.576,4,"1",18.316,2008,20.2849998,2008-04-01,4.6950002,12.4900007,6.2490001
"8633","DC 6",4.1139998,5,"1",24.2019997,2008,25.1340008,2008-05-01,9.9720001,17.5530014,7.546
"8634","DC 6",6.4860001,6,"1",35.0900002,2008,30.4169998,2008-06-01,13.1059999,21.7610016,0
"8635","DC 6",7.8829999,7,"1",41.9109993,2008,33.8800011,2008-07-01,16.5669994,25.2230015,0
"8636","DC 6",9.7790003,8,"1",43.9490013,2008,34.3240013,2008-08-01,16.9290009,25.6260014,0
"8637","DC 6",9.0439997,9,"1",39.1650009,2008,31.7070007,2008-09-01,14.0469999,22.8760014,0
"8638","DC 6",5.2820001,10,"1",25.8969994,2008,25.6329994,2008-10-01,10.0600004,17.8460007,42.8110008
"8639","DC 6",1.4630001,11,"1",12.8330002,2008,19.2509995,2008-11-01,7.2550001,13.2520008,98.9110031
"8640","DC 6",0.364,12,"1",6.9190001,2008,11.1520004,2008-12-01,0.668,5.9090004,127.1989975
"8641","DC 6",4.0670004,1,"1",21.6980019,2009,22.2790012,2009-01-01,8.9790001,15.6280012,62.5009995
"8642","DC 6",1.4119999,2,"1",9.3310003,2009,13.5389996,2009-02-01,3.734,8.6350002,185.0570068
"8643","DC 6",1.999,3,"1",12.5749998,2009,16.382,2009-03-01,4.2090001,10.2950001,135.5220032
"8644","DC 6",3.2739999,4,"1",17.6870003,2009,19.6900005,2009-04-01,5.7989998,12.7440004,28.4449997
"8645","DC 6",3.8139999,5,"1",24.0330009,2009,25.8929996,2009-05-01,11.7449999,18.8180008,114.9039993
"8646","DC 6",3.6700001,6,"1",26.0599995,2009,27.1889992,2009-06-01,12.7950001,19.9920006,18.3689995
"8647","DC 6",9.3940001,7,"1",43.8289986,2009,34.1279984,2009-07-01,17.2169991,25.6710014,0
"8648","DC 6",8.3369999,8,"1",39.8199997,2009,32.5159988,2009-08-01,16.3969994,24.4550018,0
"8649","DC 6",8.9809999,9,"1",38.5699997,2009,31.6599998,2009-09-01,15.7880001,23.7240009,4.5640001
"8650","DC 6",3.112,10,"1",16.618,2009,21.3929996,2009-10-01,8.9510002,15.1710005,70.435997
"8651","DC 6",1.513,11,"1",12.1929998,2009,17.3880005,2009-11-01,5.4710002,11.4290009,49.4580002
"8652","DC 6",0.764,12,"1",6.5349998,2009,11.6619997,2009-12-01,1.952,6.8060002,138.2339935
"8653","DC 6",2.9430001,1,"1",18.4630013,2010,21.0620003,2010-01-01,8.8980007,14.979001,234.9049988
"8654","DC 6",0.613,2,"1",6.9130001,2010,13.9770002,2010-02-01,4.9580002,9.467,115.560997
"8655","DC 6",1.359,3,"1",11.2779999,2010,16.2199993,2010-03-01,4.4970002,10.3580008,96.1070023
"8656","DC 6",0.954,4,"1",10.0030003,2010,15.6479998,2010-04-01,5.0310001,10.3390007,180.7160034
"8657","DC 6",1.8150001,5,"1",14.9259996,2010,19.7000008,2010-05-01,6.8730001,13.2860003,75.9889984
"8658","DC 6",3.4349999,6,"1",25.8710003,2010,27.7320004,2010-06-01,13.3579998,20.5440006,1.347
"8659","DC 6",6.3140001,7,"1",38.2089996,2010,33.1640015,2010-07-01,16.7579994,24.960001,0
"8660","DC 6",7.3660002,8,"1",37.4659996,2010,31.5450001,2010-08-01,15.1859999,23.3650017,1.123
"8661","DC 6",7.1880002,9,"1",34.1170006,2010,30.0300007,2010-09-01,14.099,22.0640011,0
"8662","DC 6",3.875,10,"1",20.4249992,2010,23.5289993,2010-10-01,11.6289997,17.578001,168.3379974
"8663","DC 6",1.444,11,"1",11.217,2010,16.2029991,2010-11-01,5.0650001,10.6330004,170.878006
"8664","DC 6",0.374,12,"1",5.2329998,2010,12.7559996,2010-12-01,4.9809999,8.8670006,352.3009949
"8665","DC 6",2.9510002,1,"1",18.6740017,2011,21.0340004,2011-01-01,8.3940001,14.7130003,61.1430016
"8666","DC 6",1.88,2,"1",10.5970001,2011,13.5509996,2011-02-01,2.3729999,7.9610004,171.4880066
"8667","DC 6",0.665,3,"1",7.1609998,2011,12.835,2011-03-01,4.454,8.6440001,383.1629944
"8668","DC 6",1.4170001,4,"1",12.3629999,2011,17.8120003,2011-04-01,5.5749998,11.6930008,37.9710007
"8669","DC 6",2.1949999,5,"1",15.9960003,2011,20.0340004,2011-05-01,7.2249999,13.6290007,70.302002
"8670","DC 6",2.9960001,6,"1",22.3220005,2011,25.4599991,2011-06-01,12.0240002,18.7410011,52.368
"8671","DC 6",4.9250002,7,"1",32.4700012,2011,31.007,2011-07-01,15.7849998,23.3950005,0
"8672","DC 6",6.8629999,8,"1",38.0950012,2011,32.6590004,2011-08-01,16.257,24.4570007,0
"8673","DC 6",7.5120001,9,"1",37.1259995,2011,31.9920006,2011-09-01,16.3129997,24.1520004,3.688
"8674","DC 6",2.5,10,"1",17.5419998,2011,23.1329994,2011-10-01,10.6590004,16.8950005,78.7699966
"8675","DC 6",1.216,11,"1",9.9770002,2011,15.7049999,2011-11-01,5.0279999,10.3660002,41.6380005
"8676","DC 6",2.3399999,12,"1",12.1330004,2011,14.8999996,2011-12-01,2.276,8.5870008,3.717
"8677","DC 6",3.9250002,1,"1",21.5180016,2012,22.4030018,2012-01-01,9.3130007,15.8570004,153.3739929
"8678","DC 6",1.517,2,"1",11.1049995,2012,15.4280005,2012-02-01,3.4790001,9.4530001,57.8499985
"8679","DC 6",1.153,3,"1",8.2860003,2012,13.7349997,2012-03-01,4.4569998,9.0950003,356.2149963
"8680","DC 6",1.619,4,"1",13.1210003,2012,18.5629997,2012-04-01,6.7620001,12.6620007,176.7290039
"8681","DC 6",3.4579999,5,"1",23.3390007,2012,24.927,2012-05-01,10.0979996,17.512001,6.0407
"8682","DC 6",4.8309999,6,"1",30.5620003,2012,28.3330002,2012-06-01,12.3970003,20.3650017,10.6070004
"8683","DC 6",7.2360001,7,"1",38.4490013,2012,32.4449997,2012-07-01,15.9729996,24.2080021,0.615
"8684","DC 6",10.6149998,8,"1",47.1730003,2012,35.0200005,2012-08-01,17.927,26.4730015,0
"8685","DC 6",8.9069996,9,"1",37.4770012,2012,32.0099983,2012-09-01,15.7489996,23.8780003,0
"8686","DC 6",4.1069999,10,"1",21.3279991,2012,24.1329994,2012-10-01,11.007,17.5690002,42.6969986
"8687","DC 6",1.237,11,"1",10.2209997,2012,17.1849995,2012-11-01,7.4390001,12.3110008,241.3329926
"8688","DC 6",0.381,12,"1",5.302,2012,11.5059996,2012-12-01,3.0109999,7.2570004,380.7622986
"8689","DC 6",4.0670004,1,"1",22.4360008,2013,23.0860004,2013-01-01,9.1800003,16.132,26.9220009
"8690","DC 6",1.655,2,"1",11.6569996,2013,15.5979996,2013-02-01,2.5150001,9.0560007,18.9869995
"8691","DC 6",1.735,3,"1",13.9879999,2013,18.9489994,2013-03-01,6.2550001,12.6010008,75.8219986
"8692","DC 6",2.836,4,"1",18.8279991,2013,22.066,2013-04-01,8.3549995,15.210001,34.8390007
"8693","DC 6",3.678,5,"1",22.8549995,2013,24.9029999,2013-05-01,11.0179996,17.960001,18.9950008
"8694","DC 6",4.599,6,"1",31.4470005,2013,29.6210003,2013-06-01,14.3529997,21.986002,38.1549988
"8695","DC 6",9.8380003,7,"1",43.9350014,2013,34.5660019,2013-07-01,18.4020004,26.4840012,0
"8696","DC 6",7.6360002,8,"1",36.9830017,2013,31.7250004,2013-08-01,15.8310003,23.7780018,0.474
"8697","DC 6",4.994,9,"1",28.2439995,2013,27.9260006,2013-09-01,13.8970003,20.9110012,30.4589996
"8698","DC 6",5.1890001,10,"1",23.5149994,2013,23.9650002,2013-10-01,9.493,16.7290001,5.2389998
"8699","DC 6",3.098,11,"1",16.4090004,2013,19.5960007,2013-11-01,6.3909998,12.993001,42.1559982
"8700","DC 6",2.402,12,"1",12.4720001,2013,15.0909996,2013-12-01,2.007,8.5480003,12.4510002
"8701","DC 6",4.2900004,1,"1",22.6880016,2014,23.6310005,2014-01-01,10.677,17.1540012,33.5769997
"8702","DC 6",1.066,2,"1",9.3629999,2014,15.3509998,2014-02-01,5.4289999,10.3890009,283.098999
"8703","DC 6",2.1760001,3,"1",13.2880001,2014,18.2210007,2014-03-01,7.0819998,12.651001,204.9940033
"8704","DC 6",2.1900001,4,"1",17.1350002,2014,20.9729996,2014-04-01,7.7600002,14.3660011,59.2859993
"8705","DC 6",4.5300002,5,"1",25.9610004,2014,25.875,2014-05-01,11.3079996,18.5910015,10.8719997
"8706","DC 6",6.4990001,6,"1",35.6240005,2014,30.5559998,2014-06-01,14.033,22.2940006,0
"8707","DC 6",9.1940002,7,"1",42.7060013,2014,34.2550011,2014-07-01,18.6130009,26.4340019,0
"8708","DC 6",7.6599998,8,"1",36.6679993,2014,32.1310005,2014-08-01,17.4780006,24.8040009,2.372
"8709","DC 6",7.2979999,9,"1",33.4729996,2014,30.2420006,2014-09-01,15.4309998,22.8360004,22.3980007
"8710","DC 6",4.9439998,10,"1",24.5090008,2014,25.6060009,2014-10-01,11.967,18.7860012,30.4200001
"8711","DC 6",1.391,11,"1",11.099,2014,17.7560005,2014-11-01,6.9130001,12.3340006,127.1719971
"8712","DC 6",0.395,12,"1",5.5609999,2014,13.4200001,2014-12-01,5.9390001,9.6790009,325.3980103
"8713","DC 6",4.1700001,1,"1",22.5730019,2015,23.545002,2015-01-01,10.1500006,16.8470001,0.764
"8714","DC 6",1.775,2,"1",12.9849997,2015,18.8010006,2015-02-01,6.921,12.861001,104.5759964
"8715","DC 6",2.411,3,"1",16.3290005,2015,21.1819992,2015-03-01,7.862,14.5210009,19.1219997
"8716","DC 6",2.2709999,4,"1",17.6210003,2015,21.1110001,2015-04-01,7.0430002,14.0770006,77.0339966
"8717","DC 6",2.4360001,5,"1",20.2910004,2015,23.7830009,2015-05-01,9.9040003,16.8430004,5.2540002
"8718","DC 6",6.9239998,6,"1",37.3650017,2015,31.9529991,2015-06-01,15.5649996,23.7580013,5.5159998
"8719","DC 6",8.1540003,7,"1",37.8310013,2015,32.5719986,2015-07-01,17.8080006,25.1890011,1.248
"8720","DC 6",8.6029997,8,"1",38.9039993,2015,32.5110016,2015-08-01,16.7830009,24.6470013,0
"8721","DC 6",9.0909996,9,"1",36.8769989,2015,30.6229992,2015-09-01,15.3979998,23.0090008,2.6670001
