Stream,Lab_log,Site_code,Month,Day,Year,Number_of_collections,Fraction_Size,Class_order,Family,Subfamily_tribe,Genus,Species,Tally,Sample_density,Large_rare,Unique,,,,,,,,,,,,,,,,,,,,
Deer Creek,23068,DC 4,10,3,2021,11,0.25,Diptera,Chironomidae,Orthocladiinae,Synorthocladius,,3,12,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23068,DC 4,10,3,2021,11,0.25,Diptera,Chironomidae,Tanypodinae,Thienemanniella,,1,4,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23068,DC 4,10,3,2021,11,0.25,Diptera,Chironomidae,Chironominae Chironomini,Cryptochironomus,,1,4,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23068,DC 4,10,3,2021,11,0.25,Diptera,Chironomidae,Chironominae Chironomini,Polypedilum,,5,20,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23068,DC 4,10,3,2021,11,0.25,Diptera,Chironomidae,Chironominae Chironomini,Sergentia,,1,4,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23068,DC 4,10,3,2021,11,0.25,Diptera,Chironomidae,Chironominae Tanytarsini,,,3,12,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23068,DC 4,10,3,2021,11,0.25,Diptera,Chironomidae,Chironominae Tanytarsini,Micropsectra,,5,20,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23068,DC 4,10,3,2021,11,0.25,Diptera,Chironomidae,Chironominae Tanytarsini,Rheotanytarsus,,7,28,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23068,DC 4,10,3,2021,11,0.25,Diptera,Chironomidae,Chironominae Tanytarsini,Tanytarsus,,2,8,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Oligochaeta,Oligochaeta,,,,76,203,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Ostracoda,Ostracoda,,,,0,0,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Ephemeroptera,Leptohyphidae,,Tricorythodes,,376,1003,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Ephemeroptera,Baetidae,,Baetis,tricaudatus complex,60,160,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Ephemeroptera,Baetidae,,Anafroptilum_Procloeon,,7,19,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Plecoptera,Capniidae,,,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Plecoptera,Perlidae,,Calineuria,californica,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trichoptera,Hydroptilidae,,Ochrotrichia,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trichoptera,Hydroptilidae,,Leucotrichia,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trichoptera,Hydropsychidae,,Hydropsyche,,41,109,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trichoptera,Hydropsychidae,,Cheumatopsyche,,10,27,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trichoptera,Hydroptilidae,,Hydroptila,,5,13,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trichoptera,Lepidostomatidae,,Lepidostoma,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trichoptera,Philopotamidae,,Chimarra,,8,21,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trichoptera,Polycentropidae,,Polycentropus,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trichoptera,Lepidostomatidae,,Lepidostoma,canthum_pluviale group,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trichoptera,Leptoceridae,,Mystacides,,26,69,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Megaloptera,Sialidae,,Sialis,,5,13,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Megaloptera,Corydalidae,,Corydalus,,1,3,Y,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Coleoptera,Psephenidae,,Psephenus,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Coleoptera,Elmidae,,Dubiraphia,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Coleoptera,Elmidae,,Zaitzevia,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Coleoptera,Elmidae,,Optioservus,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Coleoptera,Elmidae,,Microcylloepus,,11,29,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Odonata,Coenagrionidae,,Argia,,14,37,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Odonata,Gomphidae,,Octogomphus,specularis,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Lepidoptera,Crambidae,,Petrophila,,8,21,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Hemiptera,Veliidae,,Rhagovelia,,5,13,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Hemiptera,Naucoridae,,Ambrysus,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Monostilifera,Sperchonidae,,Prostoma,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Gastropoda,Lymnaeidae,,,,6,16,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Gastropoda,Planorbidae,,Ferrissia,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Amphipoda,Crangonyctidae,,Crangonyx,,12,32,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Bivalvia,Sphaeriidae,,,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Gastropoda,Planorbidae,,Gyraulus_Menetus,,24,64,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Gastropoda,Physidae,,Physa_Physella,,52,139,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trombidiformes,Lebertiidae,,Lebertia,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trombidiformes,Hygrobatidae,,Atractides,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trombidiformes,Hygrobatidae,,Hygrobates,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Trombidiformes,Mideopsidae,,Mideopsis,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Oribatida,Oribatida,,,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Tipulidae,,Antocha,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Empididae,,Hemerodromia,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Ceratopogonidae,Ceratopogoninae,,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Ceratopogonidae,,,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Simuliidae,,Simulium,,70,187,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,,19,51,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Tanypodinae,Labrundinia,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Tanypodinae,Procladius,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Tanypodinae,Thienemannimyia group,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Corynoneura,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Cricotopus,,7,19,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Cricotopus,trifascia group,10,27,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Cricotopus_Orthocladius,,5,13,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Eukiefferiella,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Eukiefferiella,brehmi group,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Limnophyes,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Parametriocnemus,,4,11,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Rheocricotopus,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Orthocladiinae,Thienemanniella,,5,13,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Microtendipes,pedellus group,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Pagastiella,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Paratendipes,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Polypedilum,,5,13,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Stenochironomus,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Tribelos,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Chironominae Chironomini,Pseudochironomus,,1,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,,,6,16,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,Paratanytarsus,,2,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,Rheotanytarsus,,30,80,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,Stempellinella,,3,8,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,22483,DC 6,6,14,2021,11,0.375,Diptera,Chironomidae,Chironominae Tanytarsini,Tanytarsus,,42,112,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Oligochaeta,Oligochaeta,,,,85,113,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Ostracoda,Ostracoda,,,,23,31,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Ephemeroptera,Leptohyphidae,,Tricorythodes,,178,237,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Ephemeroptera,Heptageniidae,,Epeorus,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Ephemeroptera,Baetidae,,Anafroptilum_Procloeon,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Ephemeroptera,Baetidae,,Baetis,tricaudatus complex,90,120,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Ephemeroptera,Ephemerellidae,,Attenella,soquele,8,11,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Plecoptera,Perlodidae,,,,3,4,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Plecoptera,Capniidae,,,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Ephemeroptera,Baetidae,,Diphetor,hageni,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trichoptera,Hydropsychidae,,Hydropsyche,,9,12,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trichoptera,Hydropsychidae,,Cheumatopsyche,,7,9,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trichoptera,Philopotamidae,,Chimarra,,5,7,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trichoptera,Hydroptilidae,,Leucotrichia,,11,15,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trichoptera,Hydroptilidae,,Hydroptila,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trichoptera,Hydroptilidae,,Ochrotrichia,,57,76,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Odonata,Coenagrionidae,,,,1,1,N,Y,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Odonata,Coenagrionidae,,Argia,,15,20,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Lepidoptera,Crambidae,,Petrophila,,5,7,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Coleoptera,Elmidae,,Dubiraphia,,6,8,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Empididae,,Hemerodromia,,5,7,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Coleoptera,Elmidae,,Zaitzevia,,3,4,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Coleoptera,Elmidae,,Ordobrevia,nubifera,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Coleoptera,Elmidae,,Optioservus,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Coleoptera,Elmidae,,Microcylloepus,,17,23,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Odonata,Gomphidae,,Ophiogomphus,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Limoniidae,,Dicranomyia,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Ceratopogonidae,,Dasyhelea,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Amphipoda,Crangonyctidae,,Crangonyx,,3,4,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Bivalvia,Sphaeriidae,,Pisidium,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Monostilifera,Sperchonidae,,Prostoma,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Gastropoda,Planorbidae,,Gyraulus_Menetus,,7,9,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Turbellaria,Turbellaria,,,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Simuliidae,,Simulium,,49,65,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Decapoda,Cambaridae,,Faxonius,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Gastropoda,Planorbidae,,Ferrissia,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Coleoptera,Psephenidae,,Psephenus,,1,1,Y,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Empididae,,Roederoides_Wiedemannia,,1,1,Y,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Oribatida,Oribatida,,,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trombidiformes,Sperchonidae,,Sperchon,,7,9,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trombidiformes,Sperchontidae,,Sperchonopsis,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trombidiformes,Lebertiidae,,Lebertia,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trombidiformes,Mideopsidae,,Mideopsis,,15,20,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trombidiformes,Hygrobatidae,,Hygrobates,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trombidiformes,Limnesiidae,,Limnesia,,4,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Trombidiformes,Unionicolidae,,Neumania,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Tanypodinae,,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Tanypodinae,Thienemannimyia group,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Orthocladiinae,Brillia,,3,4,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Orthocladiinae,Corynoneura,,4,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Orthocladiinae,Cricotopus,,6,8,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Orthocladiinae,Cricotopus_Orthocladius,,15,20,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Orthocladiinae,Parametriocnemus,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Orthocladiinae,Thienemanniella,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Chironominae Chironomini,Cryptotendipes,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Chironominae Chironomini,Pagastiella,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Chironominae Chironomini,Paralauterborniella,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Chironominae Chironomini,Polypedilum,,1,1,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Chironominae Tanytarsini,,,4,5,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Chironominae Tanytarsini,Rheotanytarsus,,13,17,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,23958,DC 6,10,7,2021,11,0.75,Diptera,Chironomidae,Chironominae Tanytarsini,Tanytarsus,,2,3,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Oligochaeta,Oligochaeta,,,,47,301,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Ostracoda,Ostracoda,,,,0,0,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Ephemeroptera,Heptageniidae,,Epeorus,,2,13,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Ephemeroptera,Baetidae,,Diphetor,hageni,2,13,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Ephemeroptera,Ephemerellidae,,Attenella,soquele,1,6,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Ephemeroptera,Ephemerellidae,,Ephemerella,excrucians group,5,32,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Ephemeroptera,Leptohyphidae,,Tricorythodes,,16,102,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Ephemeroptera,Baetidae,,Baetis,tricaudatus complex,32,205,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Ephemeroptera,Heptageniidae,,Rhithrogena,,8,51,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Ephemeroptera,Baetidae,,Anafroptilum,,1,6,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Ephemeroptera,Baetidae,,Baetis,piscatoris complex,2,13,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Plecoptera,Chloroperlidae,,Sweltsa,,1,6,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Plecoptera,Perlidae,,Calineuria,californica,2,13,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Plecoptera,Perlodidae,,,,1,6,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Trichoptera,Hydroptilidae,,Leucotrichia,,1,6,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Trichoptera,Hydroptilidae,,Ochrotrichia,,6,38,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Trichoptera,Philopotamidae,,Chimarra,,35,224,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Trichoptera,Hydroptilidae,,Hydroptila,,2,13,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Trichoptera,Polycentropidae,,Polycentropus,,1,6,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Trichoptera,Hydropsychidae,,Cheumatopsyche,,52,333,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Trichoptera,Helicopsychidae,,Hydropsyche,,12,77,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Odonata,Coenagrionidae,,Argia,,6,38,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Lepidoptera,Crambidae,,Petrophila,,1,6,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Megaloptera,Corydalidae,,Corydalus,,1,6,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Coleoptera,Psephenidae,,Psephenus,,2,13,N,N,,,,,,,,,,,,,,,,,,,,
Deer Creek,25130,DC 6,10,8,2022,11,0.15625,Coleoptera,Elmidae,,Optioservus,,6,38,N,N,,,,,,,,,,,,,,,,,,,,
